"RECFIN_YEAR","tot_mt","dis_mt","land_mt"
2005,5.7011865080473,0.6141067132041,5.0870797948432
2006,10.1621169350634,0.499246504592214,9.6628704304712
2007,12.7098064284961,0.4137693215318,12.2960371069643
2008,4.73805723537579,0.0816620334345905,4.6563952019412
2009,5.7301360532779,0.2787658538804,5.4513701993975
2010,2.6856299707446,0,2.6856299707446
2011,4.49842599298033,0.0866205985175333,4.4118053944628
2012,6.30374834751919,0.0415311700321879,6.262217177487
2013,2.89705694294917,0.0248493915159667,2.8722075514332
2014,2.55003061696335,0.0244628240073479,2.525567792956
2015,7.49450260476316,0.0693180436741583,7.425184561089
2016,8.59507938117013,0.113997513384129,8.481081867786
2017,10.0132052944418,0.250485691759792,9.762719602682
2018,10.3357391009784,0.224196721553438,10.111542379425
2019,11.7812867932339,0.32110279097193,11.460184002262
2020,7.87409510962579,0.0701846379267934,7.803910471699
2021,10.7898101049002,0.239998968268192,10.549811136632
2022,10.4239372225341,1.19377404241809,9.230163180116
2023,2.261521261278,0.472047651262,1.789473610016
2024,1.102397094843,0.751052803504,0.351344291339
